Candidate ID,Interview Score,Reference Check,Communication Skill Level,Cultural Fit,Preferred Work Environment,Date of Interview,Date of Decision,Hired
3085,9,Neutral,Below Average,Slight Mismatch,Flexible,2/9/2023,3/2/2023,No
3086,2,Negative,Average,Fit,In-Office,2/15/2023,3/8/2023,No
3087,5,Negative,Excellent,Fit,Fully Remote,8/16/2023,8/31/2023,No
3088,2,Negative,Below Average,Slight Mismatch,In-Office,5/18/2023,6/3/2023,No
3089,4,Neutral,Excellent,Slight Mismatch,Hybrid,5/18/2023,6/6/2023,No
3090,6,Negative,Good,Strong Fit,In-Office,8/24/2023,9/9/2023,No
3091,9,Neutral,Excellent,Slight Mismatch,Flexible,6/14/2023,7/3/2023,No
3092,2,Neutral,Poor,Fit,Hybrid,6/15/2023,6/30/2023,No
3093,4,Neutral,Excellent,Strong Mismatch,Flexible,6/28/2023,7/17/2023,No
3094,8,Negative,Average,Slight Mismatch,Hybrid,6/7/2023,6/22/2023,No
3095,1,Negative,Good,Fit,Fully Remote,3/16/2023,4/7/2023,No
3096,3,Positive,Good,Neutral,Hybrid,8/30/2023,9/16/2023,No
3097,5,Negative,Excellent,Strong Mismatch,Fully Remote,8/9/2023,8/26/2023,No
3098,7,Positive,Poor,Slight Mismatch,Flexible,8/3/2023,8/25/2023,No
3099,2,Positive,Below Average,Fit,Fully Remote,2/8/2023,3/2/2023,No
3100,4,Positive,Poor,Slight Mismatch,Field Work,4/5/2023,4/27/2023,No
3101,10,Neutral,Good,Neutral,Fully Remote,6/1/2023,6/17/2023,No
3102,1,Negative,Good,Fit,In-Office,6/14/2023,6/29/2023,No
3103,1,Positive,Excellent,Slight Mismatch,Field Work,6/28/2023,7/13/2023,No
3104,10,Neutral,Below Average,Strong Mismatch,Flexible,5/3/2023,5/24/2023,Yes
3105,3,Neutral,Poor,Slight Mismatch,Field Work,7/13/2023,7/30/2023,No
3106,8,Negative,Average,Strong Fit,Fully Remote,8/2/2023,8/20/2023,No
3107,9,Negative,Excellent,Strong Mismatch,Hybrid,5/17/2023,6/2/2023,No
3108,2,Positive,Excellent,Fit,Field Work,8/9/2023,8/27/2023,No
3109,3,Neutral,Excellent,Neutral,In-Office,8/30/2023,9/21/2023,No
3110,5,Negative,Excellent,Strong Mismatch,In-Office,3/1/2023,3/22/2023,No
3111,4,Positive,Good,Neutral,Hybrid,5/4/2023,5/24/2023,No
3112,8,Negative,Excellent,Slight Mismatch,Fully Remote,3/2/2023,3/18/2023,Yes
3113,10,Negative,Below Average,Fit,Flexible,3/9/2023,3/27/2023,No
3114,3,Negative,Poor,Strong Fit,In-Office,8/9/2023,8/30/2023,Yes
3115,7,Positive,Excellent,Slight Mismatch,Hybrid,1/5/2023,1/26/2023,No
3116,9,Positive,Average,Strong Fit,In-Office,1/11/2023,2/1/2023,No
3117,7,Negative,Average,Neutral,Fully Remote,8/30/2023,9/16/2023,No
3118,2,Neutral,Average,Slight Mismatch,In-Office,3/16/2023,4/4/2023,No
3119,3,Neutral,Good,Neutral,Flexible,7/27/2023,8/18/2023,No
3120,5,Neutral,Below Average,Slight Mismatch,Hybrid,7/26/2023,8/13/2023,No
3121,6,Neutral,Poor,Neutral,Fully Remote,4/20/2023,5/12/2023,No
3122,8,Negative,Good,Fit,Hybrid,1/4/2023,1/25/2023,Yes
3123,8,Positive,Good,Strong Mismatch,Fully Remote,8/31/2023,9/22/2023,No
3124,3,Neutral,Good,Neutral,Fully Remote,2/1/2023,2/21/2023,No
3125,1,Neutral,Good,Strong Fit,In-Office,3/15/2023,4/5/2023,No
3126,3,Positive,Below Average,Neutral,Hybrid,3/29/2023,4/14/2023,No
3127,7,Positive,Average,Neutral,Field Work,2/8/2023,3/2/2023,No
3128,10,Negative,Good,Slight Mismatch,Field Work,7/27/2023,8/13/2023,No
3129,4,Negative,Poor,Slight Mismatch,In-Office,2/1/2023,2/23/2023,No
3130,10,Negative,Good,Neutral,Hybrid,5/10/2023,5/28/2023,Yes
3131,4,Neutral,Good,Slight Mismatch,Field Work,2/2/2023,2/19/2023,No
3132,6,Positive,Poor,Strong Fit,Fully Remote,6/29/2023,7/16/2023,No
3133,7,Neutral,Good,Neutral,Fully Remote,5/4/2023,5/20/2023,No
3134,2,Positive,Good,Neutral,Field Work,4/5/2023,4/22/2023,No
3135,10,Negative,Below Average,Strong Mismatch,Field Work,4/27/2023,5/19/2023,No
3136,6,Negative,Good,Strong Mismatch,Hybrid,3/8/2023,3/26/2023,No
3137,3,Positive,Excellent,Slight Mismatch,In-Office,5/3/2023,5/25/2023,No
3138,2,Positive,Average,Slight Mismatch,Flexible,6/28/2023,7/20/2023,No
3139,2,Positive,Excellent,Neutral,In-Office,4/12/2023,5/1/2023,No
3140,1,Positive,Excellent,Strong Fit,Fully Remote,7/12/2023,8/3/2023,No
3141,4,Positive,Excellent,Strong Mismatch,Fully Remote,5/25/2023,6/11/2023,No
3142,8,Neutral,Below Average,Strong Fit,Flexible,6/29/2023,7/20/2023,No
3143,7,Negative,Excellent,Fit,In-Office,7/13/2023,8/3/2023,No
3144,5,Neutral,Below Average,Neutral,Field Work,3/9/2023,3/28/2023,No
3145,3,Positive,Excellent,Fit,In-Office,6/14/2023,7/2/2023,No
3146,5,Positive,Average,Strong Fit,Field Work,3/30/2023,4/18/2023,No
3147,9,Neutral,Poor,Neutral,In-Office,5/11/2023,5/29/2023,No
3148,7,Positive,Below Average,Strong Mismatch,In-Office,1/19/2023,2/4/2023,No
3149,3,Positive,Poor,Slight Mismatch,Field Work,2/16/2023,3/6/2023,No
3150,5,Neutral,Average,Fit,Flexible,3/2/2023,3/20/2023,No
3151,5,Positive,Below Average,Neutral,Field Work,1/11/2023,1/28/2023,No
3152,9,Positive,Excellent,Slight Mismatch,Field Work,8/24/2023,9/9/2023,Yes
3153,1,Neutral,Good,Fit,In-Office,3/1/2023,3/16/2023,No
3154,3,Negative,Excellent,Strong Mismatch,Field Work,8/10/2023,8/25/2023,No
3155,5,Neutral,Below Average,Fit,Field Work,2/23/2023,3/17/2023,No
3156,1,Positive,Excellent,Strong Fit,Flexible,6/1/2023,6/16/2023,No
3157,10,Negative,Poor,Neutral,Field Work,3/16/2023,4/4/2023,No
3158,2,Neutral,Good,Slight Mismatch,Hybrid,4/19/2023,5/6/2023,No
3159,6,Positive,Average,Neutral,Field Work,5/31/2023,6/17/2023,No
3160,5,Positive,Good,Neutral,Flexible,5/31/2023,6/15/2023,No
3161,4,Positive,Poor,Strong Mismatch,Hybrid,5/3/2023,5/18/2023,No
3162,9,Positive,Good,Slight Mismatch,Field Work,3/29/2023,4/17/2023,No
3163,6,Negative,Excellent,Fit,Flexible,2/22/2023,3/14/2023,No
3164,5,Negative,Average,Neutral,Fully Remote,3/22/2023,4/11/2023,No
3165,6,Positive,Poor,Fit,In-Office,4/27/2023,5/15/2023,No
3166,2,Negative,Excellent,Slight Mismatch,Flexible,7/13/2023,8/4/2023,No
3167,4,Negative,Average,Slight Mismatch,Fully Remote,5/31/2023,6/22/2023,No
3168,6,Negative,Good,Strong Mismatch,Hybrid,1/18/2023,2/3/2023,No
3169,1,Positive,Average,Slight Mismatch,Flexible,5/10/2023,6/1/2023,No
3170,10,Positive,Good,Strong Fit,Flexible,4/12/2023,5/3/2023,No
3171,6,Neutral,Good,Slight Mismatch,Fully Remote,1/11/2023,1/28/2023,No
3172,4,Neutral,Excellent,Neutral,Flexible,5/31/2023,6/21/2023,No
3173,1,Negative,Good,Strong Fit,Field Work,3/30/2023,4/14/2023,No
3174,10,Positive,Excellent,Strong Mismatch,In-Office,2/9/2023,2/27/2023,Yes
3175,10,Negative,Poor,Neutral,In-Office,2/16/2023,3/8/2023,No
3176,6,Neutral,Average,Strong Mismatch,Field Work,3/15/2023,3/30/2023,No
3177,6,Negative,Poor,Strong Mismatch,Flexible,3/15/2023,4/5/2023,No
3178,3,Neutral,Good,Strong Fit,In-Office,8/30/2023,9/19/2023,No
3179,9,Positive,Poor,Strong Fit,Flexible,1/26/2023,2/14/2023,No
3180,9,Negative,Good,Strong Mismatch,Flexible,4/20/2023,5/7/2023,No
3181,3,Positive,Average,Slight Mismatch,Fully Remote,8/30/2023,9/17/2023,No
3182,8,Positive,Good,Slight Mismatch,Field Work,8/2/2023,8/22/2023,No
3183,6,Negative,Excellent,Strong Fit,Flexible,5/18/2023,6/2/2023,No
3184,5,Neutral,Below Average,Strong Fit,Flexible,8/16/2023,9/2/2023,No
3185,8,Negative,Below Average,Neutral,Fully Remote,6/22/2023,7/14/2023,No
3186,9,Positive,Excellent,Strong Fit,Hybrid,6/1/2023,6/23/2023,No
3187,10,Neutral,Poor,Fit,Flexible,5/25/2023,6/14/2023,No
3188,1,Negative,Poor,Strong Fit,Hybrid,2/23/2023,3/17/2023,No
3189,6,Positive,Good,Neutral,Fully Remote,8/9/2023,8/24/2023,No
3190,5,Positive,Average,Slight Mismatch,In-Office,8/16/2023,9/3/2023,No
3191,2,Positive,Average,Strong Mismatch,Field Work,3/8/2023,3/26/2023,No
3192,1,Positive,Below Average,Strong Mismatch,In-Office,6/28/2023,7/18/2023,No
3193,10,Positive,Good,Fit,Field Work,4/6/2023,4/28/2023,No
3194,8,Positive,Excellent,Strong Fit,Field Work,6/7/2023,6/24/2023,No
3195,1,Negative,Below Average,Strong Mismatch,Fully Remote,2/9/2023,2/27/2023,No
3196,7,Neutral,Excellent,Fit,Hybrid,6/7/2023,6/27/2023,No
3197,8,Positive,Below Average,Slight Mismatch,In-Office,3/30/2023,4/17/2023,No
3198,4,Positive,Poor,Strong Mismatch,In-Office,5/18/2023,6/3/2023,No
3199,9,Negative,Good,Neutral,Field Work,6/7/2023,6/28/2023,No
3200,8,Neutral,Good,Slight Mismatch,Field Work,4/12/2023,5/1/2023,No
3201,4,Neutral,Good,Neutral,Field Work,2/22/2023,3/13/2023,No
3202,10,Positive,Below Average,Neutral,Fully Remote,1/11/2023,1/26/2023,No
3203,9,Positive,Excellent,Fit,Hybrid,7/19/2023,8/5/2023,No
3204,5,Positive,Excellent,Strong Fit,In-Office,1/12/2023,1/30/2023,No
3205,9,Positive,Average,Strong Mismatch,Hybrid,7/6/2023,7/22/2023,No
3206,8,Negative,Good,Strong Mismatch,Field Work,1/25/2023,2/10/2023,No
3207,9,Negative,Good,Slight Mismatch,Flexible,7/26/2023,8/15/2023,No
3208,6,Neutral,Good,Neutral,Fully Remote,5/25/2023,6/11/2023,No
3209,7,Neutral,Poor,Neutral,Hybrid,8/23/2023,9/8/2023,No
3210,1,Negative,Below Average,Fit,Fully Remote,2/8/2023,3/2/2023,No
3211,1,Negative,Average,Strong Fit,In-Office,1/11/2023,1/26/2023,No
3212,1,Neutral,Average,Neutral,Flexible,6/22/2023,7/14/2023,No
3213,5,Negative,Below Average,Fit,Flexible,8/31/2023,9/16/2023,No
3214,7,Negative,Below Average,Fit,Field Work,6/14/2023,7/1/2023,No
3215,2,Neutral,Below Average,Neutral,Fully Remote,8/17/2023,9/6/2023,No
3216,4,Neutral,Below Average,Neutral,Fully Remote,6/21/2023,7/11/2023,No
3217,5,Negative,Below Average,Strong Fit,Fully Remote,5/17/2023,6/5/2023,No
3218,7,Negative,Good,Fit,In-Office,6/14/2023,7/1/2023,No
3219,3,Negative,Excellent,Neutral,Flexible,4/27/2023,5/18/2023,No
3220,3,Negative,Good,Strong Fit,Flexible,7/26/2023,8/12/2023,No
3221,5,Negative,Excellent,Strong Fit,Fully Remote,4/6/2023,4/28/2023,No
3222,7,Positive,Excellent,Fit,Field Work,7/13/2023,8/1/2023,No
3223,10,Neutral,Below Average,Neutral,In-Office,2/1/2023,2/20/2023,Yes
3224,1,Negative,Below Average,Strong Fit,Hybrid,7/19/2023,8/7/2023,No
3225,2,Neutral,Below Average,Neutral,Flexible,8/31/2023,9/19/2023,No
3226,2,Positive,Average,Neutral,In-Office,1/12/2023,1/29/2023,No
3227,9,Neutral,Below Average,Strong Mismatch,Fully Remote,6/28/2023,7/20/2023,No
3228,2,Neutral,Poor,Strong Fit,Fully Remote,2/2/2023,2/21/2023,No
3229,10,Neutral,Excellent,Strong Mismatch,In-Office,6/14/2023,7/3/2023,No
3230,5,Neutral,Excellent,Fit,Fully Remote,1/11/2023,1/27/2023,No
3231,4,Negative,Good,Strong Fit,In-Office,1/25/2023,2/13/2023,No
3232,9,Neutral,Poor,Slight Mismatch,Hybrid,5/24/2023,6/9/2023,No
3233,5,Positive,Poor,Strong Fit,Field Work,8/23/2023,9/13/2023,No
3234,3,Positive,Good,Fit,Fully Remote,1/12/2023,2/1/2023,No
3235,1,Neutral,Poor,Strong Mismatch,In-Office,6/28/2023,7/19/2023,No
3236,9,Negative,Average,Strong Fit,Flexible,2/15/2023,3/4/2023,No
3237,8,Positive,Good,Strong Fit,In-Office,5/17/2023,6/1/2023,No
3238,5,Negative,Excellent,Neutral,In-Office,2/9/2023,2/24/2023,No
3239,1,Positive,Average,Strong Mismatch,In-Office,1/25/2023,2/9/2023,No
3240,10,Neutral,Good,Slight Mismatch,In-Office,2/15/2023,3/8/2023,No
3241,1,Negative,Poor,Strong Mismatch,Hybrid,1/25/2023,2/12/2023,No
3242,4,Negative,Good,Slight Mismatch,Fully Remote,6/15/2023,7/6/2023,No
3243,5,Positive,Excellent,Slight Mismatch,Flexible,8/31/2023,9/22/2023,No
3244,3,Neutral,Average,Strong Mismatch,Hybrid,7/5/2023,7/25/2023,No
3245,1,Negative,Excellent,Slight Mismatch,In-Office,7/27/2023,8/13/2023,No
3246,1,Negative,Below Average,Neutral,Flexible,4/13/2023,4/28/2023,No
3247,4,Negative,Poor,Strong Mismatch,Field Work,1/12/2023,1/28/2023,No
3248,4,Positive,Good,Neutral,Field Work,5/24/2023,6/12/2023,No
3249,5,Negative,Excellent,Neutral,In-Office,6/22/2023,7/7/2023,No
3250,10,Positive,Average,Neutral,Flexible,6/14/2023,7/1/2023,No
3251,3,Negative,Below Average,Slight Mismatch,Flexible,1/25/2023,2/12/2023,No
3252,8,Positive,Good,Neutral,Flexible,8/23/2023,9/10/2023,No
3253,5,Negative,Average,Strong Fit,Fully Remote,4/6/2023,4/22/2023,No
3254,4,Neutral,Poor,Strong Mismatch,Hybrid,4/26/2023,5/16/2023,No
3255,2,Negative,Excellent,Slight Mismatch,Field Work,4/19/2023,5/10/2023,No
3256,10,Neutral,Poor,Neutral,Fully Remote,6/1/2023,6/17/2023,Yes
3257,6,Positive,Good,Strong Fit,Fully Remote,5/24/2023,6/15/2023,No
3258,10,Neutral,Excellent,Strong Fit,Fully Remote,8/16/2023,9/4/2023,No
3259,4,Positive,Good,Neutral,Hybrid,6/22/2023,7/8/2023,No
3260,9,Negative,Below Average,Strong Fit,Fully Remote,6/21/2023,7/11/2023,Yes
3261,9,Negative,Excellent,Strong Mismatch,Fully Remote,7/26/2023,8/14/2023,No
3262,7,Neutral,Poor,Strong Mismatch,Field Work,5/3/2023,5/22/2023,No
3263,9,Neutral,Below Average,Slight Mismatch,In-Office,5/17/2023,6/4/2023,No
3264,2,Positive,Excellent,Neutral,Fully Remote,6/1/2023,6/23/2023,No
3265,6,Positive,Good,Strong Fit,Field Work,2/15/2023,3/4/2023,No
3266,9,Positive,Good,Slight Mismatch,Field Work,5/11/2023,5/29/2023,No
3267,8,Neutral,Below Average,Strong Fit,Flexible,3/1/2023,3/19/2023,No
3268,8,Neutral,Average,Fit,Field Work,8/2/2023,8/17/2023,No
3269,10,Positive,Excellent,Fit,In-Office,3/16/2023,4/5/2023,No
3270,7,Negative,Good,Fit,In-Office,5/3/2023,5/18/2023,No
3271,1,Negative,Below Average,Strong Fit,In-Office,6/28/2023,7/14/2023,No
3272,4,Positive,Average,Neutral,Flexible,6/14/2023,7/2/2023,No
3273,6,Negative,Excellent,Fit,Flexible,7/19/2023,8/10/2023,No
3274,7,Neutral,Average,Slight Mismatch,In-Office,7/5/2023,7/20/2023,No
3275,1,Negative,Poor,Neutral,Field Work,8/24/2023,9/12/2023,No
3276,6,Neutral,Good,Strong Fit,Fully Remote,8/10/2023,8/29/2023,No
3277,2,Positive,Good,Fit,Hybrid,1/11/2023,2/1/2023,No
3278,7,Neutral,Excellent,Strong Fit,In-Office,5/10/2023,5/28/2023,No
3279,5,Neutral,Good,Strong Fit,In-Office,5/3/2023,5/24/2023,No
3280,9,Negative,Average,Fit,Hybrid,8/23/2023,9/11/2023,No
3281,6,Positive,Average,Strong Fit,Flexible,2/9/2023,3/3/2023,No
3282,5,Neutral,Below Average,Slight Mismatch,Field Work,4/20/2023,5/6/2023,No
3283,8,Negative,Good,Strong Mismatch,Field Work,5/4/2023,5/21/2023,No
3284,8,Negative,Below Average,Neutral,Hybrid,3/16/2023,3/31/2023,Yes
3285,6,Positive,Below Average,Strong Mismatch,Hybrid,2/8/2023,3/1/2023,No
3286,5,Positive,Excellent,Neutral,Flexible,3/15/2023,4/3/2023,No
3287,1,Positive,Excellent,Strong Fit,Hybrid,2/2/2023,2/21/2023,No
3288,1,Negative,Excellent,Strong Mismatch,Hybrid,7/13/2023,7/31/2023,No
3289,9,Neutral,Average,Fit,Fully Remote,3/30/2023,4/21/2023,No
3290,3,Positive,Average,Fit,In-Office,1/4/2023,1/25/2023,No
3291,1,Positive,Excellent,Slight Mismatch,Hybrid,5/25/2023,6/9/2023,No
3292,10,Positive,Excellent,Strong Fit,Fully Remote,3/15/2023,4/2/2023,No
3293,3,Negative,Excellent,Fit,Field Work,6/1/2023,6/18/2023,No
3294,2,Negative,Good,Neutral,Fully Remote,2/15/2023,3/5/2023,No
3295,10,Neutral,Average,Strong Fit,Hybrid,8/3/2023,8/18/2023,Yes
3296,9,Negative,Poor,Slight Mismatch,Flexible,2/23/2023,3/13/2023,Yes
3297,9,Neutral,Average,Strong Fit,Hybrid,7/6/2023,7/26/2023,No
3298,6,Neutral,Good,Strong Mismatch,Fully Remote,7/27/2023,8/18/2023,No
3299,6,Neutral,Average,Fit,Field Work,2/15/2023,3/2/2023,No
3300,9,Neutral,Excellent,Fit,Fully Remote,7/12/2023,8/3/2023,No
3301,3,Neutral,Poor,Fit,Fully Remote,5/11/2023,6/2/2023,No
3302,7,Negative,Poor,Neutral,Hybrid,8/16/2023,9/5/2023,No
3303,2,Positive,Excellent,Strong Fit,Field Work,6/1/2023,6/19/2023,No
3304,10,Positive,Good,Strong Fit,Field Work,3/9/2023,3/31/2023,No
3305,4,Positive,Excellent,Neutral,Hybrid,2/1/2023,2/19/2023,No
3306,8,Negative,Poor,Strong Fit,Fully Remote,8/16/2023,9/7/2023,No
3307,4,Negative,Below Average,Neutral,Field Work,8/17/2023,9/7/2023,No
3308,10,Positive,Poor,Fit,Hybrid,6/29/2023,7/19/2023,No
3309,9,Neutral,Average,Strong Fit,Field Work,1/4/2023,1/26/2023,No
3310,8,Neutral,Poor,Strong Fit,Fully Remote,3/15/2023,3/30/2023,No
3311,4,Neutral,Good,Fit,Flexible,1/26/2023,2/15/2023,No
3312,5,Negative,Average,Neutral,Flexible,6/14/2023,7/2/2023,No
3313,10,Neutral,Average,Neutral,Flexible,5/17/2023,6/5/2023,No
3314,4,Neutral,Good,Fit,Flexible,2/9/2023,2/27/2023,No
3315,6,Neutral,Average,Neutral,In-Office,8/16/2023,9/1/2023,No
3316,7,Neutral,Good,Fit,Flexible,8/16/2023,8/31/2023,No
3317,8,Neutral,Poor,Strong Mismatch,Hybrid,1/4/2023,1/25/2023,No
3318,6,Positive,Below Average,Slight Mismatch,Fully Remote,1/18/2023,2/3/2023,No
3319,4,Negative,Poor,Slight Mismatch,Hybrid,1/4/2023,1/25/2023,No
3320,7,Neutral,Average,Slight Mismatch,Fully Remote,1/12/2023,1/31/2023,No
3321,8,Neutral,Excellent,Strong Mismatch,Fully Remote,3/16/2023,4/7/2023,Yes
3322,5,Positive,Good,Strong Mismatch,Hybrid,8/24/2023,9/14/2023,No
3323,5,Positive,Poor,Strong Fit,In-Office,3/16/2023,4/6/2023,No
3324,1,Positive,Average,Slight Mismatch,Fully Remote,6/8/2023,6/25/2023,No
3325,5,Neutral,Average,Strong Fit,Fully Remote,3/29/2023,4/15/2023,No
3326,8,Negative,Good,Neutral,Hybrid,5/4/2023,5/23/2023,Yes
3327,3,Neutral,Good,Fit,Flexible,2/2/2023,2/24/2023,No
3328,2,Neutral,Good,Neutral,Flexible,6/22/2023,7/13/2023,No
3329,1,Positive,Below Average,Neutral,Fully Remote,7/13/2023,8/3/2023,No
3330,3,Positive,Average,Strong Fit,Field Work,1/4/2023,1/19/2023,No
3331,8,Negative,Excellent,Neutral,Fully Remote,3/15/2023,4/1/2023,No
3332,3,Neutral,Average,Slight Mismatch,Field Work,8/3/2023,8/25/2023,No
3333,1,Neutral,Excellent,Slight Mismatch,Fully Remote,3/30/2023,4/20/2023,No
3334,2,Negative,Below Average,Strong Fit,In-Office,7/27/2023,8/12/2023,No
3335,7,Neutral,Average,Strong Mismatch,Flexible,6/22/2023,7/11/2023,No
3336,4,Neutral,Excellent,Slight Mismatch,Field Work,7/6/2023,7/24/2023,No
3337,8,Positive,Average,Neutral,Fully Remote,8/3/2023,8/21/2023,No
3338,4,Positive,Poor,Neutral,Hybrid,1/5/2023,1/20/2023,No
3339,2,Negative,Excellent,Slight Mismatch,Fully Remote,3/30/2023,4/19/2023,No
3340,8,Neutral,Poor,Strong Mismatch,In-Office,8/2/2023,8/23/2023,No
3341,2,Neutral,Good,Strong Fit,Flexible,6/28/2023,7/15/2023,No
3342,4,Negative,Average,Strong Mismatch,Hybrid,8/9/2023,8/28/2023,No
3343,3,Negative,Average,Fit,Hybrid,2/16/2023,3/3/2023,No
3344,8,Neutral,Average,Fit,Fully Remote,4/12/2023,5/4/2023,No
3345,6,Neutral,Good,Strong Fit,Fully Remote,3/2/2023,3/18/2023,No
3346,6,Neutral,Good,Slight Mismatch,Hybrid,3/23/2023,4/12/2023,No
3347,9,Neutral,Below Average,Strong Fit,Flexible,1/18/2023,2/6/2023,Yes
3348,9,Neutral,Average,Slight Mismatch,Flexible,3/22/2023,4/7/2023,No
3349,4,Neutral,Poor,Neutral,Hybrid,8/3/2023,8/23/2023,No
3350,5,Neutral,Excellent,Strong Fit,In-Office,8/3/2023,8/23/2023,No
3351,8,Positive,Average,Strong Fit,In-Office,3/16/2023,4/1/2023,No
3352,10,Positive,Poor,Fit,Fully Remote,3/23/2023,4/11/2023,Yes
3353,1,Positive,Excellent,Strong Fit,Field Work,6/1/2023,6/17/2023,No
3354,5,Neutral,Good,Neutral,Flexible,3/30/2023,4/19/2023,No
3355,6,Neutral,Excellent,Neutral,Flexible,3/29/2023,4/16/2023,No
3356,1,Positive,Good,Slight Mismatch,Flexible,7/5/2023,7/26/2023,No
3357,7,Negative,Below Average,Fit,Hybrid,3/22/2023,4/13/2023,No
3358,9,Positive,Good,Neutral,Flexible,6/8/2023,6/29/2023,Yes
3359,7,Positive,Average,Slight Mismatch,Fully Remote,3/1/2023,3/23/2023,No
3360,9,Neutral,Average,Neutral,Field Work,5/25/2023,6/13/2023,No
3361,5,Positive,Below Average,Slight Mismatch,Field Work,5/24/2023,6/9/2023,No
3362,8,Negative,Poor,Fit,Flexible,5/25/2023,6/9/2023,No
3363,7,Negative,Excellent,Neutral,Hybrid,8/17/2023,9/4/2023,No
3364,7,Neutral,Good,Strong Fit,Flexible,6/28/2023,7/16/2023,No
3365,5,Neutral,Poor,Strong Mismatch,Flexible,5/17/2023,6/2/2023,No
3366,6,Neutral,Poor,Slight Mismatch,In-Office,8/31/2023,9/15/2023,No
3367,7,Negative,Below Average,Strong Mismatch,Hybrid,4/27/2023,5/15/2023,No
3368,9,Positive,Poor,Slight Mismatch,In-Office,1/4/2023,1/24/2023,No
3369,8,Neutral,Poor,Fit,In-Office,5/18/2023,6/9/2023,Yes
3370,7,Neutral,Poor,Strong Fit,Hybrid,2/2/2023,2/20/2023,No
3371,9,Positive,Excellent,Strong Fit,In-Office,5/31/2023,6/21/2023,No
3372,2,Neutral,Below Average,Strong Fit,Hybrid,4/20/2023,5/8/2023,No
3373,6,Negative,Good,Neutral,Fully Remote,7/27/2023,8/13/2023,No
3374,5,Neutral,Average,Neutral,Hybrid,7/6/2023,7/21/2023,No
3375,6,Neutral,Good,Fit,Hybrid,5/25/2023,6/9/2023,No
3376,1,Neutral,Excellent,Neutral,Flexible,3/8/2023,3/29/2023,No
3377,8,Positive,Average,Strong Fit,Fully Remote,4/19/2023,5/7/2023,No
3378,10,Negative,Excellent,Strong Fit,Fully Remote,8/17/2023,9/8/2023,No
3379,4,Neutral,Good,Fit,Flexible,8/2/2023,8/17/2023,No
3380,5,Neutral,Good,Slight Mismatch,Fully Remote,7/6/2023,7/24/2023,No
3381,7,Neutral,Excellent,Neutral,In-Office,7/5/2023,7/23/2023,No
3382,10,Positive,Excellent,Strong Fit,In-Office,3/1/2023,3/20/2023,Yes
3383,4,Negative,Good,Slight Mismatch,Fully Remote,1/12/2023,2/3/2023,No
3384,2,Neutral,Excellent,Strong Fit,Fully Remote,7/27/2023,8/11/2023,No
3385,6,Negative,Poor,Slight Mismatch,In-Office,4/12/2023,5/1/2023,No
3386,2,Neutral,Below Average,Strong Mismatch,Field Work,2/16/2023,3/10/2023,No
3387,9,Neutral,Poor,Strong Fit,Hybrid,3/2/2023,3/19/2023,No
3388,7,Neutral,Poor,Strong Fit,In-Office,6/22/2023,7/10/2023,No
3389,5,Positive,Poor,Neutral,Flexible,1/4/2023,1/19/2023,No
3390,10,Neutral,Average,Fit,Field Work,6/14/2023,6/30/2023,No
3391,8,Positive,Excellent,Strong Mismatch,Hybrid,5/17/2023,6/8/2023,No
3392,5,Neutral,Excellent,Neutral,Hybrid,6/21/2023,7/6/2023,No
3393,6,Neutral,Good,Slight Mismatch,In-Office,8/9/2023,8/29/2023,No
3394,8,Neutral,Poor,Strong Fit,Fully Remote,1/25/2023,2/16/2023,Yes
3395,4,Positive,Good,Strong Mismatch,Field Work,7/19/2023,8/3/2023,No
3396,7,Neutral,Below Average,Fit,Fully Remote,6/28/2023,7/13/2023,No
3397,5,Positive,Below Average,Strong Fit,Flexible,6/15/2023,7/4/2023,No
3398,3,Negative,Below Average,Neutral,Flexible,4/26/2023,5/11/2023,No
3399,4,Positive,Excellent,Neutral,Hybrid,6/22/2023,7/8/2023,No
3400,3,Positive,Poor,Strong Fit,In-Office,2/15/2023,3/3/2023,No
3401,6,Negative,Poor,Neutral,Fully Remote,8/31/2023,9/22/2023,No
3402,6,Negative,Poor,Slight Mismatch,Fully Remote,3/15/2023,4/1/2023,No
3403,5,Positive,Below Average,Fit,Field Work,7/27/2023,8/15/2023,No
3404,3,Positive,Excellent,Strong Fit,Fully Remote,1/26/2023,2/14/2023,No
3405,3,Neutral,Good,Slight Mismatch,In-Office,4/5/2023,4/26/2023,No
3406,4,Negative,Below Average,Neutral,Hybrid,6/8/2023,6/29/2023,No
3407,2,Negative,Below Average,Neutral,In-Office,7/19/2023,8/9/2023,No
3408,2,Positive,Average,Slight Mismatch,Flexible,7/26/2023,8/10/2023,No
3409,10,Positive,Poor,Strong Fit,In-Office,7/20/2023,8/9/2023,No
3410,10,Neutral,Below Average,Strong Mismatch,Flexible,3/9/2023,3/24/2023,No
3411,1,Positive,Excellent,Fit,Fully Remote,3/2/2023,3/19/2023,No
